목포시   근대역사문화공간  재생활성화 사업 흔들림 없이 추진,2
 확 달라진 베트남 축구  박항서 매직은 현재 진행형,2
 홈  창원에서 3년 만에 왕좌 되찾은 3점왕과 덩크왕,2
대형사고 위험 77개 건설현장에 작업중지 명령,2
靑  소득주도 혁신 공정  대통령 머릿속에서 지워진 적 없어 ,2
1조원 홍보효과  목포  원도심 재생사업 흔들림 없이 추진  한목소리,2
상처받은 도시인 치유하는 그곳  환자 아닌 고객 대접,2
김수현 정책실장  부동산 조금이라도 불안하면 지체없이 추가대책 ,2
북미정상회담 궤도 올랐지만 한 달동안 치열한  수싸움  예고,2
오청성 귀순사태 또 벌어지면  길어지는 남북 JSA 고민,2
 여성이 살고 싶은 농촌  경남도  여성농업인 바우처 지원 확대,2
 박항서 매직  베트남  승부차기 끝에 요르단 꺾고 8강행,2
양승태 前 대법원장  운명 가를  한 주  밝았다,2
정치인 없이 핵심부대 꾸린 황교안?오세훈 부족한 2%는 ,2
창원시  시민들과  경제살리기 해법찾기  머리맞댔다,2
손혜원 탈당 고소 배수진 전화위복  막다른 골목 ,2
조성민 김종규의 이구동성  홈인데 대충하면 안 되죠 ,2
전통시장 산책로 통학로 서울시내 금연구역 늘어난다,2
 재판민원  여야 없다  유권무죄  무권유죄  뿌리 뽑아야,2
 알함브라 궁전의 추억  현빈 박신혜가 전한 종영소감,2
北김영철 은밀했던 美워싱턴 2박3일 마치고 귀국길,2
 반갑다  기해년  해운대해수욕장 해맞이객 20만명 운집,2
 주장  손흥민 없는 한국  빈 자리가 컸다,2
아쉬움만 남긴 벤투 감독의 첫 번째 스리백 실험,2
청와대 청원으로 번진  카이 제니 열애설  보도,2
소파에 앉아서 아메리칸 식으로 더욱 세련된 김정은 신년사,2
 제로페이  도입 소상공인 경영비용 줄인다,2
김정은  지난해  핵단추 → 올해는  핵무기 만들지도 않겠다   종합 ,2
아베 총리  화기관제 레이더 조준 위험한 행위   재발방지책 마련돼야 ,2
KBS 연기대상  올해도 공동대상  유동근 김명민,2
지난해 수출 6천55억 달러 사상 최대,2
전략연  北 개성공단 재개 언급  南 제재완화 나서달라는 요구 ,2
공군참모총장 새해맞이 지휘비행 영공수호 다짐,2
실험에 집중한  벤투호   사우디와 아쉬운 무승부,2
 SBS 연기대상  감우성×김선아 공동 대상  내일도  굿모닝  ,2
소지섭 코코  연정훈 둘째 소식  MBC  연기대상 의 순간들,2
김정은 신년사  여야  환영  한국당만  진전 없어 ,2
메이웨더  2분 뛰고 1천억원 챙겼다 1라운드 KO승,2
김정은  미국과 대전환을 맞은 것처럼 좋은 결과 믿고싶다 ,2
박성훈♥류현경  백진희♥윤현민  사랑 넘친  연기대상 ,2
기해년 경남은 무엇이 달라지나 제로페이 실시 전면 무상급식,2
 삼성노조 분회장 시신탈취 경찰 개입 규탄 몸통수사하라 ,2
文 대통령과 새해맞이 산행 함께 한 義人 6인은 ,2
원희룡 제주지사  새해 민생 경제 일자리에 집중할 것 ,2
경남도  놀고 먹는  공로연수  확 바꾼다 사회공헌활동 참여,2
 라디오매거진 인터뷰 김석준 부산시교육감,2
트럼프  시리아 미군 철수  천천히  속도조절 시사,2
새해 첫 여행  전남서  휴식 보양  한꺼번에,2
사학법인 보복 징계 반복  교육청   징계권  가져와야,2
문 대통령에게 새해인사  전화  받은 각계인사 10人은 ,2
신한금융 신년 화두는 시너지 KB금융은 충실한 기본기,2
 靑폭로  신재민  공익제보자  사회서 인정받고 즐겁게 제보해야 ,2
 대한민국임시정부 건국강령 초안  문화재 등록,2
카카오M  이병헌 김태리 공유 소속사 인수,2
경기도 5만명 청원 이재명이 직접 답한다,2
 日 역대 2위 몸값  美 무대 도전하는 좌완 파이어볼러 기쿠치,2
미국판  복면가왕  2일 FOX서 첫방 의상 한 벌 2억 원,2
종합적인 해양수산정보 관리 기반 마련   121억 투입,2
서대석 광주 서구청장  주민 주도 실질적 지방자치 활성화 ,2
문 대통령  경제성장 혜택을 온 국민이 함께 누려야 ,2
임세원 교수 유족  의료진 안전  낙인없는 정신 치료 환경 조성되길 ,2
윤상기 하동군수  하동 100년 미래 핵심프로젝트 추진 ,2
여수시 새해 설계  인구 30만 명 회복 기반 조성 ,2
날개는  수비  센터는  공격  현대건설 승부수 통했다,2
김삼호 광주 광산구청장  2019년을  내 삶이 행복한 광산 의 원년으로 ,2
삼성전자 사상 최초의  기술명장  4명 탄생했다,2
인공지능 기술로  재난상황 인명구조  가능할까,2
 靑 특감반 폭로  김태우 내일 檢 출석 석동현 변호사 사임,2
전남도  전국 최초 구제역 백신 비용 100% 보조,2
문 대통령  촛불 방식으로 경제 바꿔야 ,2
염태영 수원시장  수원시민과 함께 특례시 완성해 나가겠다 ,2
적장도 인정한 OK저축은행  투혼의 졌잘싸 ,2
 수소도시 본격 시동 부산시  2020년까지 수소차 천대 보급,2
 손금주 이용호 민주당 입당  광주전남 정계개편 급물살 ,2
국민연금공단  비정규직근로자 1 231명 전원 정규직 전환,2
금융위  새해  핀테크 활성화  관련 제도추진,2
 수도권 주요 뉴스  경기도  공공건설노동자에 시중노임단가 이상 임금 지급,2
새해 첫날 KBS  뉴스9   앵커도 타이틀 음악도 바뀌었다,2
 변화와 혁신  외친 신동빈 정용진 정지선,2
허성곤 김해시장  국토부  시의회 검증단 이야기 안 듣는다 ,2
이통3사 CEO  5G 혁신으로 글로벌 시장 선도 ,2
오세훈  한국당 당권 주자 중 가장 빠른 스타트,2
이재명  신년사 낭독 대신 경제살리기 방안 역설,2
부산시  장애인 의무고용률 3 4%로 확대,2
제주 부동산 외국인 투자자가 반발하는 이유는 ,2
신규 축산업 허가 가축사육업 등록 요건 강화된다,2
MB  하고픈 말 많지만 재판 끝나고 밝히겠다 ,2
 SKY 캐슬 의사 흉기 위협 장면은 현실입니다 ,2
문인 광주 북구청장   소통 행정으로 주민이 행복한 북구 만들 것 ,2
포항시  지속가능한 환동해 중심도시  원년 선포,2
2019광주세계수영대회 입장권 온라인 판매 시작,2
통일부   개성공단 금강산 관광 재개  여건 마련에 주력해야 ,2
대화의지 교환한 北 美   향후 우리 정부 중재역할 커지나,2
380여일 만에 구속만료 우병우 2일 자정 석방된다,2
 신년기획③  전남도  일자리 창출과 경제 활성화에 총력,2
자율주행차 시대 성큼  속도조절 하는 업계,2
 이런 정부 행사 처음이야  중기중앙회의 기대,2
허성무 창원시장  새벽인력시장서 새해 민생행보 시동,2
이 총리  새해에는 호랑이처럼 보면서 소처럼 걸어가자 ,2
대법원장  檢사법농단 수사  공정한 재판 위해 불가피한 일 ,2
10분 동안  고객 만 30번 언급한 LG 구광모회장,2
이영애 제일병원 도움 현실화까지는 멀었다,2
안현모♥라이머   동상이몽2  새로 합류  14일 첫 방송,2
1조원 바이백 취소  뜨거운 감자  2017년 11월 무슨일 있었나,2
신춘수   팝시컬 은 뮤지컬 대중화의 고민 결과 ,2
이재명 새해 첫 親 노동행보   콜센터 비정규직→ 정규직 전환,2
경기도  이달부터 가맹 대리점간  분쟁조정  시작,2
 경제 위기  직시한 창원시  시무식 대신  경제살리기 대책보고회 ,2
이재수?춘천시장? 새해?안전한?도시 ?문화예술?도시?만들기?주력 ,2
보수의 텃밭 대구에서  전태일 열사 기념 사업 돛 달았다,2
임택 광주 동구청장  문화 예술 활성화와 열린 소통 펼치겠다 ,2
충남도  복지수도를 꿈꾼다  혁신도시 지정도 추진,2
트럼프  펠로시에게  협상할까요   연방정부 셧다운사태 해결될까,2
 연말 방북  예장합동 이승희 총회장   교회  민족통일 선도적으로 구현해 가야 ,2
 칼럼  뭉클한 감동 주는 의사의 죽음과 남은 자들의 몫,2
팬들과 함께 달린 KBL 올스타 창원행 기차여행,2
백악관  2차 북미 정상회담 2월 말쯤 개최 스웨덴서는 실무급 회담 ,2
홍석천  중앙일보 기사에 아쉬움 표한 이유,2
피아노 치고 노래방 가고  황재균   나 혼자 산다 서 일상 공개,2
 각종 규제를 유예 면제  경남서 규제자유특구제도 설명회,2
靑  2월말 북미정상회담 성공이 김정은 답방으로 이어지길 기대 ,2
 뭐 이래 관심이 많노  박항서 감독의 수줍은 인사,2
美 완전한 비핵화 정조준하고  2차 북미회담 준비 본격화,2
오지환 4억 채은성 3억대 이동현은 5억 삭감,2
부산 정치권   롯데 현지법인화 해야  고강도 압박,2
외신  2차 북미정상회담 2월말쯤 개최  긴급 타전,2
北최선희 美비건  스톡홀름서 19일 실무협상 착수할 듯,2
2차 북미회담 개최에 한국당 뺀 여야  환영 ,2
 아쉬움 속 귀국  정현  2주 국내 재충전 뒤 재출격,2
 유럽에서 뛰었으면   김민재를 위한 김영권의 조언,2
정부 지원에 수소車 날개 달았지만 숙제 남았다,2
美워싱턴서 폼페이오 김영철 회담 시작,2
 너목보6   황치열 이선빈 축하 무대로 첫 회 열다,2
윤석헌 첫 임원 인사  보험 은행 권역 교차   유착 경계 ,2
 박하나 인생 경기  삼성생명  3위 굳히기,2
이용이냐 김문환이냐 벤투 감독의 행복한 고민,2
살해청부 내연남 거론된 김동성  또 다시  불륜 아냐 ,2
50세 동안 쇼호스트 최현우   공복자들 서 공복 도전,2
조용한 트럼프 트위터 뒷문만 이용한 김영철,2
中 달 뒷면 착륙 세계 최초 성공  창어4호 달 뒷면 탐사 착수,2
김영록 전남지사  새해 화두는  인재 육성 남해안 관광벨트 ,2
오거돈 부산시장  동남권 관문공항  시대적 소명  종합 ,2
국가핵심기술 보유 기업  외국기업이 인수 시 정부 허가 받아야,2
독일 車 아우디  삼성전자 車반도체 품고 달린다,2
스마트 도시 만든다 울산시  정보화 5개년 계획 수립,2
세계 최초 8K급 88인치 올레드 TV  올해 CES서 선보인다,2
김경수  서부경남KTX 예비타당성 조사 면제 1월중 의결 확인 ,2
트럼프 이번에도  김정은 친서 꺼내기 퍼포먼스  왜 ,2
허성무 시장   창원경제 뉴딜 프로젝트  추진  경제살리기 전력 ,2
 유서 잠적  신재민 전 사무관  모텔서 걸어나와 병원행 종합 ,2
덩치 키운  한화디펜스   2025년 글로벌 20위 진입 ,2
지자체 공약 空約 에 피멍든 에어포항 직원들,2
이고은과 안혜진  GS칼텍스는 둘 다 쓴다,2
개성공단 기업인  평창올림픽처럼 개성공단 열려야 ,2
 직원 상습폭행  송명빈  사회적 물의 죄송 ,2
북한 伊대사대리 부부 11월초 잠적    한국 망명요청 없어 ,2
美 셧다운 12일째 스미스소니언 박물관도 문 닫았다,2
최문순 강원도정 용인술  도덕성 안전장치  부실,2
文   창업현장 서 신년 첫 경제일정  실패 두렵지 않도록 만들 것 ,2
 논평  득 될 것 없는 한일레이더 공방,2
금융거래정보 요청대상에 방위산업 기술유출사고 추가,2
호남대  K패션 교육 중국 대학에 수출,2
국가식품클러스터  첨단 식품산업의 메카로 육성한다,2
한 목숨 또 사라진 유성기업  인권위 실태 공개는 언제쯤 ,2
병원 보안요원  의료진 위협 차단책 될까  의료계의 고심,2
2019년 대전 세종 충남 연말 경제 성적표는 ,2
박용만  새해 정책  역량모아 체감 성과 만들어야  경제계 신년인사회,2
차영환  기재부에 압력  맞지도 있지도 않은 일 ,2
 개성 금강산 재개  美 설득할 복안 있나,2
기와집 열채값 내고 지킨 고려청자  간송 의 특별한 콜랙션 속으로,2
경제위기라 해놓고 128조 이익낸 재벌들  양치기 소년,2
동해시  민선7기  경제 관광지도  변화,2
신재민 선후배 호소문  싸우지 말고 의견에 귀 기울여주길  종합 ,2
시청자 화 돋울수록 시청률 오르는 백종원의 골목식당,2
허석 순천시장  스토리 있는 순천 관광 만들 것 ,2
코스피 새해 벽두부터 2000선 붕괴,2
고위급회담 탄력받나 北 대화 손짓에 진의파악 우선,2
 전북의 독주 끊고 싶다  수원 이임생 신임 감독의 포부,2
 마음으로 대하라  이임생 감독이  차붐 에게 배운 지혜,2
불안한 정현  2018년과는 너무나 다른 출발,2
문화예술지원사업 신청하세요,2
北 매체  착공식 벌려놓고도 착공 못해 외세가 강요한 비극 ,2
북미  대화 재개  가능성↑   향후 진행 어떻게 될까,2
삼성 하이닉스  큰손  재고조정  반도체 경기 살리나 ,2
이 총리  올해 갈등해결에 획기적 성과 거둬야 ,2
전북 모라이스 감독의 출사표  전북 역사상 최초의 트레블 ,2
트럼프 여야 지도부   셧다운 해법 마련  실패 4일에 추가 협상,2
전남도  올해 관광자원 개발에 1천181억 원,2
LH  행복주택 전국 3719세대 청약접수 개시,2
고대 교수  신재민  경험없는 사무관 깊은 내용 몰라 ,2
제주 제2공항 기본계획 용역 전격 착수 반발 예상,2
 불법사찰  최윤수 前국정원 차장 집유 추명호는 실형,2
 美 경험  어디 갔냐고요   박지수의 남모를 고충,2
 직원 상습폭행  송명빈  사회적 물의 죄송  종합 ,2
경기도청 서기관 출신 정승렬 시인  궁평항  출간,2
모라이스 체재의 전북  닥공에 포르투갈 색깔을 더한다 ,2
 신년기획 4 통일의 문 부산이 연다  준비된 의료교류 편,2
답답했던 사우디전  공격 자체가 부족했다,2
겨울철 자연영양소 굴 홍합 피조개 맛보세요,2
영화  광해 와는 또 다른 드라마  왕이 된 남자 ,2
 알 권리 와  TMI  사이 연예인 사생활 보도 딜레마,2
울산외곽순환도로 공공병원 운명 이달 중에 판가름,2
 신년특집②  경북동해안  탈원전 1년 대책 전무   정부 손 놓았나  ,2
 조국 대전  참패한 한국당  공세 이어가보지만 與  이제 그만 ,2
 라디오매거진 인터뷰  허용도 부산상공회의소 회장,2
광주시  시무식에서  광주형일자리 세계수영대회  성공 다짐,2
국방부  日 레이더 트집에 영상제작 초계기 접근 집중부각,2
6일 국내 전역에 부분일식,2
 가구 총자산 9884조원 순자산은 40대에 피크 ,2
19년 빅픽처 색다른 히어로무비 3부작 대미,2
20%대 이자 쓰는 직장인들   대부업 대출  1조 원 가까이 늘어,2
해외여행보험  중복가입 줄인다,2
 전쟁지수 상징  美폭격기 핵항모 당분간 안온다,2
문 대통령  이달 중순 대기업 등 초청해  타운홀 미팅 ,2
대구대  7년 연속 사회적기업가 육성사업 선정,2
조선  빅3  일제히 시무식  부활의 원년  다짐,2
안철상 사의 檢수사 놓고 김명수와  갈등  때문 ,2
이재명  작고 많이 피부로 와닿는 일자리 만들 것 ,2
한국IBM  AI 등 집중 1 2년內 매출 중 절반↑ 첨단사업으로 ,2
홍남기  수출 7천억불 곧 달성 현장 목소리 귀담을 것 ,2
올해부터 청년내일채움공제에 고소득자 가입 배제,2
오영훈 의원  구좌 조천 함덕지구 용수개발 95억원 확보,2
 서울형 긴급복지  지원금 150% 증액 편성,2
부산시  중소기업에 1조4천4백억원 지원,2
 단독  외유 추태  예천군의원들 6개월간 입법 발의 사실상 제로,2
자유한국당  5 18 조사위원 추천 어떻게 돼가나,2
한국당 오디션  청년?신인 강세  물갈이 신호탄 될까,2
문 대통령 이어 이해찬 대표도 신년 회견서  경제 또 경제 ,2
 노트북 포맷 정황  경남도  채용비리 고발문서 유출 수사의뢰,2
한반도에 스텔스機 배치 F 35A 2대 3월말 도착,2
 조재범법 반드시  김미화가 박수받는 까닭,2
 단독  귀가  반나절 만에 다시 검찰에 나온 양승태 전 대법원장,2
폭스바겐부터 BMW까지  그는 왜 수입차와 싸우나,2
강사법 시행 전  영남대 대구대 대량 해고 속출,2
 칼럼  세 마리 강아지처럼 우리도  버려지는 것은 아닐까 ,2
 17세 327일  이강인  스페인 라 리가 데뷔,2
19년 전 핵잠수함 침몰에  세월호 가 떠올랐다,2
이재명 17년 전 구속된  검사 사칭  내막은 ,2
길어지는 美셧다운 22일째 북미정상회담 조기 추진에 영향 미치나,2
동장군 대신 또 미세먼지 공습 영화관 식당가 북적,2
 풀백 기대주  김문환의 자신감  중국 측면 무너뜨리겠다 ,2
 변명의 여지 없다  석주일   욕설 중계  정효근에 사과,2
靑 출입기자들 배꼽잡은 강기정 수석의 한마디,2
탈북자 15명   5 18 간첩 발언  지만원 집단 고소,2
최태원 SK회장  제 워라밸 점수 60점 그렇게 일하라면 꼰대 ,2
 국내 산업   글로벌 가치사슬  참여방식 긍정적 ,2
 WHO 아시아 태평양 환경보건센터 설립   미세먼지 전문성 기대 ,2
中 리피 감독  손흥민은 톱클레스 우레이 결장 ,2
충남도  15개 시군을 4개 권역으로 나눠 스마트 도시 추진,2
한중 외교당국  23일 서울서 미세먼지 관련 협력방안 논의,2
달라진 국방백서  북한 정권과 북한軍은 우리의 적  삭제,2
한국당  오세훈?김세연 등 조직위원장 임명 친홍 김대식 탈락,2
경남도  지방도 사업 방식 혁신한다 선 보상제도 주민참여형,2
용산참사 10년  가죽공장 사장이 일용직 배관공으로,2
 금괴 밀거래  조직 총책에 1조 3천억원 벌금 역대 최다액,2
애플  아이폰 이어 서비스 매출도 꺾이나 3가지 이유,2
마을 전체가  한통속  가짜해녀 보상금 타낸 130명 덜미,2
손턴 前차관보대행  정상회담  북한이 운전석에 앉아있다 ,2
기자회견 방불케한 문 대통령 기업인과의 만남,2
코픽스 4년만에 2%대로 인상 신규 기준 0 08%p 상승 종합 ,2
레미콘 납품 과정서 사기 등 행각 42명 유죄  8명 실형,2
 SON 출전 하나요   中 최대 관심사는 역시 손흥민,2
 화보  새신랑 박해수의 함박웃음,2
양승태 소환조사 끝낸 검찰 주중 구속영장 청구 검토,2
 금감원 출신  모셔놓은 금융사  제재는 잠깐 피했지만 ,2
로지텍   2019 LCK  공식 후원사 참여 2년 연속,2
이 총리  체육계  최강의 개혁 필요 명운을 걸고 혁신하라 ,2
학교급식 안정성 강화   공급업체 전수점검,2
대통령과 만난 기업들  첫 만남으로 큰 의미  소통에 방점,2
방탄소년단  2년 연속  서울가요대상  별중의 별,2
 마지막 각오  외양간만 고쳐댄 체육회  이번에는 ,2
17 18일쯤 워싱턴에서 北美 고위급회담 열릴 듯,2
사형 선고 받은 전두환  어떻게 자유인 됐을까 ,2
대한문 집회서 경찰과 충돌한 민변 변호사 무죄 확정,2
기자회견 방불케한 문 대통령 기업인과의 만남,2
키우던 반려동물  창의적으로  버리는 사람들,2
베일 벗은 기아  텔루라이드   우선 북미에만 나온다,2
황교안 판 키우자 들썩이는 非朴,2
양승태 前대법원장 3번째 검찰조사 출석 조사 시작,2
법원  통진당 해산 헌재 결정문 오류는 착오 ,2
러  쿠릴 4개섬 러시아 영토  vs 日  일본 고유 영토 ,2
 7년 묵은  병맛  코미디   기묘한 가족  신개념 좀비물,2
 칼럼  병폐 척결의 계기로 삼아야 할 체육계 미투 운동,2
월간조선 5 18 보도는 이동욱 자기 얼굴에 침뱉기,2
 2019광주세계수영대회 입장권 판촉활동 활기,2
양승태 前대법원장 조사 마무리 檢  영장 청구 검토,2
황교안   탄핵 잘못됐나   질문에  통합  동문서답 정치 데뷔,0
금감원  KDI 보고서 적절하지 못한 부분 있어 ,0
남원시 올해 국립의료대학원 설립 준비 총력,2
최태원  혁신성장  작심 발언에 문 대통령  중요한 말씀 ,2
부산시  동남권 관문공항 건설  흔들림없이 추진 ,2
금호타이어 광주공장 이전 논의 본격화,2
문 대통령  현정은 회장에게  희망고문이겠지만 결국 잘 될 것 ,1
실직자로 내몰리는 제주 중국어체험학습관 강사들,0
80대 노인 돈 훔치고 낯선 땅에서 범행 저지르고 보이스피싱 가담 10대 잇따라 구속,2
굽히지 않은 송영길  산한울 3 4호기 재개 공론화 필요 ,2
송영길  원전 마이웨이 에 우원식 김성환 재반박,2
디지털 신인류  Z세대 가 푹 빠진  보는 게임 은 무엇 ,2
 합숙 도제  엘리트 체육의 50년 골간 바뀌나,2
 체온으로 LED 점등  ETRI  체온 이용해 전기 만드는 열전소자 개발,2
 트럼프  김정은에 친서 보내 김영철 이르면 이번주 워싱턴행  종합 ,2
 나는 코치의 종이었다  신유용의 또 다른 폭로,2
 여수산단 연간 6천억 지역사회 공헌해야 ,2
국내연구진이 40대 전후에 발생하는 조기발병위암 원인 발견,2
쓰레기 늘리고 소비자 속이는 이중포장 막는다,2
귀 뚫고  탈색까지 입대 앞둔 이민혁의 강렬 변신,2
 소재는  포켓몬고  현빈은 테슬라 회장서 영감 얻어 ,2
국립아시아문화전당  올해 관람객 280만명 목표,2
北 최선희 베이징 거쳐 스웨덴 행 북미접촉 가능성 종합 ,2
이정미 대표  여영국은 국회 정치개혁의 엔진될 것 ,2
유성구  삶의 질 미래형 명품도시  두 마리 토끼  잡는다,2
전남도  올해 논 타작물 재배 지원 확대,2
 3위→준우승→우승   손흥민의 3번째 아시안컵은 어떨까 ,2
글로벌 매혹시킨 넷플릭스 韓 오리지널 시험대,2
18개 시장 군수와 원팀 이룬 김경수  경남도는 시군의 지원 부서 ,2
안전매뉴얼도 없는 제주시 쓰레기매립장 결국 사고,0
충남도  올해 상반기 5급이하 547명 정기 인사 실시,2
문 대통령  대기업 총수들에  고용창출 앞장서 달라 ,2
커뮤니케이션 박사 이끄는  디자인  다국적군  삼성 신기술 디자인한다,2
이만열 교수   3 1운동 기독교인 참여 전수조사 필요  북한교회 사전 필요 ,2
올해 광주 경제 전망 최근 10년 내  최악 ,2
빨라진 사법농단 수사 김앤장  양승태 독대  문건까지,2
전두환  또  재판 불출석  법원 강제 구인 절차 밟기로,2
LG  로봇 AI 전면에 내세운 이유는 ,2
주낙영 경주시장  올해 청렴도 향상 미래 먹거리 집중하겠다 ,1
볼턴 보좌관  미군 시리아 철수  쿠르드 안전 보장돼야 ,2
쇠고기 등급판정 보완 기준  12월부터 시행,2
반민정측  조덕제 아내 또 2차 가해 추가 고소할 것 ,2
 왜 가해자가 당당한가  또 조덕제發 여론재판,0
최저임금 결정체계 30년 만에  이원화 개편  추진,2
GIST 연구팀  전기차 주행거리 세배 늘린 리튬이온 배터리 개발,2
제주 제2공항 반대 천막농성장 20일 만에 강제 철거,2
대한민국 법 체계  무시 하는 전두환에 민심  부글부글 ,0
삼성전자  CES2019서 제일 큰 전시장 열었다,2
 투기 목적 NO  아이유 측  건물 내부 사진까지 공개 종합 ,2
 수난 5년  KBO 투수들  대반격 기회의 해 만들까,2
제주 카지노업장 내 불법행위 관리감독 강화된다,2
 윤창호법 충북서 무색  음주운전 위험 수위  여전 ,2
유시민  정치하면 일년내내 乙 대통령 되기 싫다 ,2
文  관료적 사고  질책에 통계청  과태료→답례품 인상  유턴,2
광화문 대신 세종시   靑 제2집무실  갑론을박,2
 연동형 아냐  vs  녹화테입 공개  초월회서도 설전,2
LG전자  CES서 세계최초 롤러블 올레드TV 공개 ,2
방탄소년단   골든디스크 어워즈  2년 연속 대상,2
 적과의 동침  삼성 애플 손잡고 스마트TV 주도권 잡는다,2
靑  행정관이 육참총장 못만난다는 법은 없다  군인사 개입 부인,2
문 대통령  이르면 내일 靑 참모진 개편 설 전 일부 개각,2
어른에게도 통할  각   언더독  사실주의를 입다,2
 文 특보  문정인 작심발언  이번에도 통할까,2
트럼프  2차 북미정상회담 장소 협상중  머지않아 발표 ,2
원양어업 생산량  2023년 90만t으로 증대,2
주택 공동소유시 각각 종부세  1주택자 된 날 로 양도세 요건 강화,2
文 대통령  일자리  중소기업 고용 늘어야 해결 전폭적 지원 ,2
벤츠코리아 신임 부사장에 이상국 조명아 선임,2
LH  매입임대사업 위한 주택매입 시작,2
삼성전자  올해는  마이크로 LED TV 시대  원년이 될 것 ,2
靑   세월호 징계 해경 포상  관련 조사  월권 아니다 ,0
막판타결 없었다 8일 국민은행  19년만의 파업  종합 ,2
2019 금호 상주음악가 박종해  한번 제대로 놀아보려고요 ,2
유엔 인권보고관  北  인권 진전 위해 유엔 등 국제사회와 협력 확대해야 ,2
재판 불출석 전두환 강제구인 여부  촉각 ,2
맹정호 서산시장  새해 호시우행 虎視牛行  자세로 시정 성과 낼 것 ,2
전두환 재판불출석 규탄 성명 잇따라,2
 영상  권오봉 여수시장  민주당 복당하되 서두르지 않겠다 ,2
이재명 등 경기 단체장들 운명 가를 재판 시작,2
 신년기획 7  통일의 문 부산이 연다 새터민 불안감도 끌어안아야,2
 방심은 금물  벤투호  필리핀전으로 亞 정복 시작,2
1분기 중소기업 가계 대출 쉽지않을 듯 대기업은 이전과 비슷,2
다시 무역협상 테이블 앉는 中  양보한다지만  美 만족시킬까 ,2
 신년기획 6  통일의 문 부산이 연다 항만물류 협력 남북  윈윈 1순위 ,2
 꿈 찾아 떠나고 싶다  정현민 부산시 행정부시장 사표,2
제주 제2공항 기본계획 수립용역 강행에 시민단체 반발,2
 수트봇  LG에 삼성  실버봇 으로 맞불,2
세월호 희생자 성적 대상화 비판 문해력 부족  화 키운 해명,0
 리뷰   앵콜만 11곡  첫 대상  격하게  자축한 아이콘,2
송기섭 진천군수  군민이 체감하는 삶의 질 향상 초점 ,2
재판 불출석  전두환  결국 재판 강제로 끌려 나온다 종합 ,0
5G 시설투자에 세액공제 서체 음원 비용도 공제 포함,2
 건설업자는 동네 북   공무원 이어 기자도  뒷돈 내놔  ,0
노무현은 왜 유시민에게  정치하지 말라 고 했나,0
 10년 만의 재회  韓 배드민턴  옛 동지와 동반 부활 ,2
 칼럼  한 사람  의사 에게 수백만 시민들이 위로받는 세상,2
 미세먼지 대책 어쩌나   청주 지역난방 연료교체 지연,2
제주 화북공업단지 이전 입주업체 의견 갈려,2
애플  CES에 이례적 광고  아마존 구글 타깃 ,2
 남성에 대한 성희롱    숨바꼭질   런닝맨   주의 처분,0
文 대통령  北  금강산 개성공단  언급 환영 국제제재 해결돼야 ,2
 미세먼지 주범  발전용 유연탄 탄력세율 상향 조정,2
 호날두 떠난  레알의 공격 메시 수아레스보다 적은 골,2
세금 체납해도 최소한의 근로 자녀장려금은 보장한다,2
전남도  올해 마을 행복공동체 지원사업 확대,2
구글 생태계 허 찌른 에픽게임즈 포트나이트,2
진주시  택시 할증요금 시비 없앤다,2
원주세브란스기독병원  국내 유일 청각참조표준데이터센터 개관,2
2차 북미정상회담  장소 일정 발표 임박했나 ,2
레이더사건  왜 운요호 사건과 닮았다고 하나 ,2
민홍철  신공항은 가덕도 중앙과 부울경 정무적 판단에 달려 ,2
광주문화재단  겨울 특별요리강좌 수강생 모집,2
2018 인터파크 공연티켓 판매액 5441억원 23% 성장,2
